locationID	LONGITUDE	LATITUDE	GROUND_ELE	SURVEYING_	LOCATION_D	LOCATION_C	WELL_TOTAL	DEPTH_UNIT	TOP_OF_CAS	WELL_DIAME	PERFORATIO	PERFORAT_1	AQUIFER	HYDROSTRAT	GEOLOGICAL	WELL_COMPL	field_18
PCI-2	-106.293088500000000	35.853310600000000	6920.95	Well Completion Rpt	None	None	533.3	ft		6920.95	5 in	512	522	Intermediate	Intermediate Perched	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12283
TW-2Ar	-106.271224000000000	35.884846000000000	6651.67	None	None	Brass cap location rounded to 2 decimal places. -RJK	None	None	None	None	None	None	None	None	None	None	
MCO-0.6	-106.305451400000000	35.867885100000000	7188.28	Gray 2001	None	None	3.1	ft	7192.09	2.0 in	1.05	3.05	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12073	
R-19 S2	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	893.3	909.6	Intermediate	Intermediate Perched	Tp	None	
R-35b	-106.243863899999000	35.862797299999900	6625.21	WCR, SW MTN SURVEY	None	Brass monument survey  resurvey 02/10/09	872.2	ft	6625.21	4.5 in	825.4	848.5	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12342	
MCA-3def S2	-106.268665500000000	35.860598899999900	6819.8	None	None	None	None	None	None	None	None	None	None	None	None	None	
LAO-1.1	-106.281511400000000	35.874766399999900	None	None	None	None	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
R-24	-106.239406800000000	35.885512700000000	6547.38	Kleinfelder data	None	Kleinfelder survey Brass Cap location	861	ft	None	4.46 in	825	848	Regional	Regional Top	Tsf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12328	
R-22 S3	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	None	None	None	1272.2	1278.9	Regional	Regional	Tcar	None	
SWA-1	-106.314756300000000	35.875417700000000	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
03-B-9	-106.330150200000000	35.873783000000000	7457.98	DOE 2005	None	Ground surface elevation  Plugged and Abanonded 9/25/09	31.8	ft	None	2 in	21.3	31.3	Intermediate	Intermediate	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12502	
R-32 S1	-106.248715000000000	35.830948999999900	6637.63	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-52	-106.261566100000000	35.844946899999900	6883.04	Precision Surveys	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-22 S2	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	None	None	None	947	988.9	Regional	Regional	Tb4	None	
SCA-2	-106.264519900000000	35.865434999999900	6749.08	Kleinfelder 2006 WCR	None	Brass monument xyz	15.6	ft	None	2 in	10.3	15	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12379	
R-10 S2	-106.205965000000000	35.850270999999900	6362.31	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-36	-106.238220400000000	35.858438700000000	6591.37	SW MTN SURVEY	None	Brass cap location resurvey of 2/10/09	803.7	ft	6589.91	4.5 in	766.9	789.9	Regional	Regional Top	Tsfu	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12343	
R-70 S1	-106.248582600000000	35.859699499999900	6692.62	None	brass cap	Coordinates estimated from Google Earth.	None	None	None	None	963	1004	None	None	None	None	
R-60	-106.296176700000000	35.860568100000000	7228.17	Well Completion Rpt	None	Brass Cap location from well completion report	1360.9	ft	7231	5 in	1330	1350.9	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12368	
R-38	-106.248036300000000	35.837830099999900	6668.58	WCR, SW MTN SURVEY	None	Brass cap location	853.4	ft	6668.58	5 in	821.2	831.2	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12345	
18-MW-12	-106.264429800000000	35.838853299999900	6725.7	PG	None	None	None	None	None	None	None	None	None	None	None	None	
SCP-2a	-106.260823900000000	35.864413100000000	6722.95	Kleinfelder WCR	None	None	45.1	ft	6725.48	1 in	44.5	45	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12396	
MCWB-6.5D	-106.272067400000000	35.860633900000000	6843.2	S. McLin	None	None	42.5	ft	None	3 in	32.5	42.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12239	
LAO-0.8	-106.292927199999000	35.876393499999900	6887.58	Gray 2001	None	Brass cap elevation	12.85	ft	6889.71	4 in	7.5	12.5	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12156	
MT-1	-106.267393700000000	35.860518599999900	6811.63	LANL 1997 MC WP	None	None	69	ft	None	None	39	59	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12255	
R-2	-106.286789300000000	35.887403700000000	6770.38	Kleinfelder survey	None	Brass Cap xyz data taken by Lynn Engineering using static GPS elevation NGVD29.	943.3	ft	6770.38	4.5 in	906.4	929.6	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12294	
R-51 S2	-106.269336999999000	35.842632000000000	6762.17	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
CDBO-9	-106.244255999999000	35.836367899999900	6633	None	None	None	34	ft	None	None	19	29	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12427	
R-44 S1	-106.251199099999000	35.856717300000000	6714.91	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	895	905	Regional	Regional Top	Tpf	None	
R-44	-106.251199099999000	35.856717300000000	6714.91	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
SCI-1	-106.262129000000000	35.865476000000000	6738.27	None	None	Chromium Invstitgation intermediate well in Sandia Canyon	None	None	None	None	None	None	None	None	None	None	
R-22 S2	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	None	None	None	947	988.9	Regional	Regional	Tb4	None	
PCO-1	-106.258426099999000	35.837158299999900	6687	Stoker	None	None	12	ft	None	None	4	12	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12284	
MCWB-7.7A	-106.265235899999000	35.861086899999900	6798.31	S. McLin	None	None	70	ft	None	3 in	52.5	62.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12244	
CrEX-5	-106.250798000000000	35.859942599999900	None	None	Chromium Extraction Well 5	None	None	None	None	None	None	None	None	None	None	None	
PCAO-7b1	-106.262096400000000	35.838530200000000	6713.62	SW MTN SURVEY	None	Brass Cap	60	ft	None	4 in	44	54	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12278	
R-28	-106.254819100000000	35.860147800000000	6728.61	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-28 WCR.	980.3	ft	6730.7	4.5 in	934.3	958.1	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12334	
R-15 OB	-106.267239200000000	35.859910200000000	6820	Completion Report	None	Location info taken from Brass Monument survey data in R-15 WCR.	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
R-35b	-106.243864000000000	35.862797000000000	6625.21	None	None	ER GIS	None	None	None	None	None	None	None	None	None	None	
MCA-RLW-2	-106.272661111000000	35.861674999999900	6847.7	Antonio Trujillo	None	None	None	None	None	None	None	None	None	None	None	None	
R-33 S2	-106.273675000000000	35.860623799999900	6853.33	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-33 WCR.	None	None	None	None	1112.4	1122.3	Regional	Regional Deep	Tpp	None	
MCOI-1	-106.291757200000000	35.864533100000000	7106.2	Kleinfelder survey	None	Brass cap in I-1 pad	825.6	ft	7110	0.81 in	815	825.48	Intermediate	None	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12224	
03-B-9	-106.330150200000000	35.873783000000000	7457.98	DOE 2005	None	Ground surface elevation  Plugged and Abanonded 9/25/09	31.8	ft	None	2 in	21.3	31.3	Intermediate	Intermediate	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12502	
R-52 S2	-106.261566100000000	35.844946899999900	6883.04	Precision Surveys	None	Brass cap location	None	None	None	None	1107	1117	Regional	Regional Deep	Tpf	None	
18-MW-9	-106.265071300000000	35.839638299999900	6732.91	WP Pajarito Cy	None	None	21	ft	None	2 in	6	21	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=11997	
R-6	-106.264871500000000	35.875327200000000	6995.8	R-6/R-6i WCR	None	Location info taken from Brass cap monument survey data from R-6/R-6i WCR.	1252	ft	6998.66	4.5 in	1205	1228	Regional	Regional	Tf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12298	
PAO-4	-106.230847500000000	35.878662599999900	6437.37	D. KATZMAN	None	Pueblo Canyon alluvial wellefile N. McCranie ALLU PAO-4. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170262, duplicate location, changed to Synonym.	9.82	ft		6440.77	4 in	1.97	6.97	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12272
TSWB-6	-106.273737800000000	35.860508699999900	6853.21	S. McLin	None	None	40	ft	None	2.75 in	25	35	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12466	
R-20 S3	-106.258708900000000	35.836344699999900	6694.35	Completion Report	None	Location info taken from Brass Monument survey data from R-20 WCR.	None	None	None	None	1328.8	1336.5	Regional	Regional Deep	Tcar	None	
R-19 S4	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	1410.2	1417.4	Regional	Regional Deep	Tpf	None	
PCO-3	-106.230866100000000	35.824790700000000	6546.3	Stoker	None	None	17.7	ft	None	None	5.7	17.7	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12286	
SWA-3-8	-106.311086300000000	35.873797199999900	None	TERRANEAR PMC	None	Formerly SWA-3	10.68	ft	7216.4	2 in	3.6	10.68	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12451	
R-40 S2	-106.262782000000000	35.839385000000000	6719.24	None	None	None	None	None	None	None	None	None	None	None	None	None	
MCA-3ac S2	-106.273050400000000	35.862095500000000	6853	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-19 OB	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
R-14 S1	-106.285645400000000	35.861775999999900	7062.08	WCR, SW MTN SURVEY	None	Location info taken from Brass Cap survey data for R-14.	None	None	None	None	1200.6	1233.2	Regional	Regional Top	Tp	None	
R-22 OB	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
R-19 S2	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	893.3	909.6	Intermediate	Regional Deep	Tp	None	
MCA-1	-106.296678900000000	35.865776900000000	7070.6	Kleinfelder survey	None	Brass cap location	5.9	ft	7073.9	1 in	2.4	5.4	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12100	
18-MW-5	-106.265296100000000	35.839988400000000	6736.7	PG	None	None	None	None	None	None	None	None	None	None	None	None	
MCA-3def S3	-106.268665500000000	35.860598899999900	6819.8	None	None	None	None	None	None	None	None	None	None	None	None	None	
18-BG-1	-106.271135400000000	35.844257800000000	6776.45	WP Pajarito Cy	None	None	35	ft	None	2 in	10	35	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12486	
SWA-2-5	-106.312481700000000	35.874673999999900	None	TERRANEAR PMC	None	Formerly SCPZ-5	None	None	None	None	None	None	None	None	None	None	
MCO-13	-106.247443100000000	35.857794300000000	6674.48	None	None	None	107	ft	None	2 in	87	107	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12218	
R-51	-106.269336900000000	35.842631699999900	6762.17	Precision Surveys	None	brass cap location	None	None	None	None	None	None	None	None	None	None	
LAOI-3.2a	-106.259440100000000	35.873176200000000	6624.43	Kleinfelder 2006 WCR	None	Brass Cap Location	194.1	ft	6627.25	3.1 in	181.4	191	Intermediate	Intermediate Perched	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12135	
MCWB-6.2C	-106.272728400000000	35.861615399999900	6847.98	S. McLin	None	None	42.5	ft	None	3 in	25	30	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12236	
R-49 S2	-106.238245800000000	35.827298499999900	6584.54	SW MTN SURVEY	None	Brass cap location	None	None	None	None	905.6	926.4	Regional	Regional Deep	Tpt	None	
R-1	-106.277210999999000	35.863557999999900	6881.21	None	None	Coordinates obtained from Brass Cap Monument survey data in WCR.	None	None	None	None	None	None	None	None	None	None	
PCAO-9	-106.232713800000000	35.826139499999900	6558.6	SW MTN SURVEY	None	Brass Cap	21	ft	None	4 in	6	16	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12282	
R-56 S2	-106.249694100000000	35.834559900000000	6780.88	Well Completion Rpt	None	brass cap location	None	None	None	None	1046.6	1067.1	Regional	Regional Deep	Tpf	None	
Core Hole 2	-106.298051200000000	35.874670500000000	None	Buckley	None	None	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
SIMR-2	-106.251025700000000	35.853994000000000	6694	Map pick	None	None	None	None	None	None	None	None	None	None	None	None	
R-41 S2	-106.233804800000000	35.830989600000000	6660.53	Well Completion Rpt	None	Brass cap location	None	None	None	None	965.3	975	Regional	Regional Top	Tpt	None	
SCA-5	-106.251817399999000	35.863905699999900	6669.02	Kleinfelder 2006 WCR	None	Brass monument xyz	64.9	ft	None	2 in	55	64.4	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12382	
R-22 S3	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	None	None	None	1272.2	1278.9	Regional	Regional	Tcar	None	
R-9i S2	-106.223720500000000	35.866956199999900	6383.2	Completion Report	None	Location info taken from Brass monument survey data from R-9i WCR.	None	None	None	None	269.6	280.3	Intermediate	Intermediate Perched	Tb4	None	
R-43	-106.260734200000000	35.863598400000000	6732.65	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	None	None	None	None	None	None	
R-19	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	None	None	None	None	None	None	
MT-2	-106.264839100000000	35.860658100000000	6796.2	LANL 1997 MC WP	None	None	64	ft	None	None	44	64	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12256	
CrEX-4	-106.257978400000000	35.859934000000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-53	-106.251035900000000	35.836801299999900	6689.98	WCR, SW MTN SURVEY	None	brass cap location	None	None	None	None	None	None	None	None	None	None	
R-28	-106.254819100000000	35.860147800000000	6728.61	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-28 WCR.	980.3	ft	6730.7	4.5 in	934.3	958.1	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12334	
MCO-7.2	-106.268425900000000	35.860640900000000	6818.34	Gray 2001	None	None	95.35	ft	None	2 in	72	92.5	Intermediate	None	Qct	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12199	
PCO-3	-106.230866100000000	35.824790700000000	6546.3	Stoker	None	None	17.7	ft	None	None	5.7	17.7	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12286	
R-61	-106.261203800000000	35.857575599999900	6940.12	Well Completion Rpt	None	Brass cap location from WCR, rounded to 2 digits	None	None	None	None	None	None	None	None	None	None	
SCP-1abc	-106.257296800000000	35.863469799999900	6703.65	Kleinfelder WCR	None	Brass monument location	41.8	ft	None	1 in	Multiple	Multiple	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12394	
R-37 S2	-106.258734000000000	35.844372999999900	6870.59	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-35a	-106.243554000000000	35.862763999999900	6623.06	None	None	ER GIS	None	None	None	None	None	None	None	None	None	None	
R-70 S2	-106.245949999999000	35.859789999999900	None	None	Screened interval for R-70	Spatial data is an estimate only! Will be finalized once well is surveyed.	None	None	None	None	None	None	None	None	None	None	
R-13	-106.248059000000000	35.856399000000000	6673.05	None	None	original x, y = 1640988, 1766989	None	None	None	None	None	None	None	None	None	None	
R-19 S3	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	1171.4	1215.4	Regional	Regional Deep	Tpf	None	
R-43 S2	-106.260734200000000	35.863598400000000	6732.65	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	969.1	979.1	Regional	Regional Deep	Tsfu	None	
PU-10174	-106.301910400000000	35.888575199999900	6930.43	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN.	None	None	None	None	None	None	None	None	None	None	
LAWS-01	-106.219259100000000	35.866999700000000	6363.4	Stone & Newell 2002	None	Vertical borehole at LA weir	278	ft	None	3.8 in	Multiple	Multiple	Intermediate	None	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12119	
R-5 S2	-106.228767000000000	35.873071000000000	6472.6	None	None	Original x, y = 1646709, 1773061	None	None	None	None	None	None	None	None	None	None	
R-37 S1	-106.258734300000000	35.844372900000000	6870.59	Well Completion Rpt	None	Brass monument location	None	None	None	None	929.3	950	Intermediate	Intermediate Perched	Tpf	None	
R-12 S3	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	None	None	None	801	839	Regional	Regional	Tsfb	None	
R-45 S1	-106.250563700000000	35.859211500000000	6704.02	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	880	890	Regional	Regional Top	Tpf	None	
POI-4	-106.219568000000000	35.871761100000000	6372.29	Surv Tek Survey	None	Survey of Aluminum disc	176.5	ft	6372.29	4 in	159	174	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12291	
SCPZ-1	-106.314747800000000	35.875410299999900	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-5 S3	-106.228767000000000	35.873071000000000	6472.6	None	None	Original x, y = 1646709, 1773061	None	None	None	None	None	None	None	None	None	None	
LAOI-3.2 OB	-106.259365399999000	35.873082799999900	6622.6	Kleinfelder 2006 WCR	None	added for P Longmire.  Location data taken from Brass Cap survey data.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
R-14 S2	-106.285645400000000	35.861775999999900	7062.08	WCR, SW MTN SURVEY	None	Location info taken from Brass Cap survey data for R-14.	None	None	None	None	1286.5	1293.1	Regional	Regional	Tp	None	
LAO-1.1	-106.281511400000000	35.874766399999900	None	None	None	None	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
R-7	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	None	None	None	None	None	None	None	None	None	
SWA-3-9	-106.311047700000000	35.873856199999900	None	TERRANEAR PMC	None	Formerly SCPZ-9	8.22	ft	7216.22	2 in	2.2	8.22	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12452	
PCO-2	-106.245669199999000	35.830158699999900	6618.3	Stoker	None	None	9.5	ft	None	None	1.5	9.5	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12285	
R-23	-106.224710000000000	35.823898999999900	6527.75	None	None	None	None	None	None	None	None	None	None	None	None	None	
MCA-2	-106.271327700000000	35.860770500000000	6837.2	Kleinfelder survey	None	Brass cap location	65	ft	6839.6	2.1 in	45	60	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12099	
SWA-2-6	-106.312434100000000	35.874748599999900	None	TERRANEAR PMC	None	Formerly SWA-2	None	None	None	None	None	None	None	None	None	None	
MCO-6B	-106.272903200000000	35.861862899999900	6850.29	Stoker	None	None	47.1	ft	None	2 in	22	42	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12197	
MCA-1	-106.296678900000000	35.865776900000000	7070.6	Kleinfelder survey	None	Brass cap location	5.9	ft	7073.9	1 in	2.4	5.4	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12100	
SIMR-2	-106.251926100000000	35.853745099999900	6702.3	TERRANEAR PMC	None	None	927	ft	6702.3	5 in	885	905.4	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12442	
R-37	-106.258734300000000	35.844372900000000	6870.59	Well Completion Rpt	None	Brass monument location	None	None	None	None	None	None	None	None	None	None	
SCA-1	-106.310536600000000	35.873610999999900	7211.22	Kleinfelder WCR	None	Ground survey coordinates, no brass monument	2.1	ft	None	2 in	1.3	1.9	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12377	
R-61	-106.261203800000000	35.857575599999900	6940.12	Well Completion Rpt	None	Brass cap location from WCR, rounded to 2 digits	None	None	None	None	None	None	None	None	None	None	
PRB-MW-02	-106.277557900000000	35.863725099999900	6881.6	Alethea Banar	None	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 2 (downstream)	None	ft	None	None	-9999	-9999	Alluvial	Alluvial	None	None	
R-49 S1	-106.238245800000000	35.827298499999900	6584.54	SW MTN SURVEY	None	Brass cap location	None	None	None	None	845	855	Regional	Regional Top	Tb4	None	
18-MW-10	-106.266217100000000	35.840105199999900	6735.9	PG	None	None	None	None	None	None	None	None	None	None	None	None	
MCWB-5	-106.276454800000000	35.863238600000000	6876.22	S. McLin	None	None	33	ft	None	3 in	17	27	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12233	
LAO-0.7	-106.294572800000000	35.876353700000000	6904	Pratt	None	RJK added elev 8/3/05	23	ft	None	2 in	15	20	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12157	
R-19 S6	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	1726.8	1733.9	Regional	Regional Deep	Tpf	None	
CrEX-4	-106.257978400000000	35.859934000000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
SCO-2	-106.226907999999000	35.858787000000000	6500.67	Stoker	None	None	19.4	ft	None	None	9.4	19.4	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12393	
R-20 S1	-106.258708900000000	35.836344699999900	6694.35	Completion Report	None	Location info taken from Brass Monument survey data from R-20 WCR.	None	None	None	None	904.6	912.2	Regional	Regional Top	Tb4	None	
R-34	-106.239272200000000	35.848252100000000	6629.99	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-34 WCR.	920.7	ft	None	4.5 in	883.7	906.6	Regional	Regional Top	Tpp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12340	
SCPZ-10	-106.310619700000000	35.873572299999900	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-12	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	None	None	None	None	None	None	None	None	None	
R-53 S1	-106.251035900000000	35.836801299999900	6689.98	WCR, SW MTN SURVEY	None	brass cap location	None	None	None	None	849.2	859.2	Regional	Regional Top	Tpf	None	
MT-2	-106.264839100000000	35.860658100000000	6796.2	LANL 1997 MC WP	None	None	64	ft	None	None	44	64	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12256	
41-01045	-106.335296700000000	35.878831900000000	7323.59	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:BACKGROUND WELL WEST OF ICE RINK Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
MCO-1	-106.300534500000000	35.865092099999900	7153	None	None	Unable to locate in 1991	8	ft	None	3.0 in	1	8	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12051	
R-52 S2	-106.261566100000000	35.844946899999900	6883.04	Precision Surveys	None	Brass cap location	None	None	None	None	1107	1117	Regional	Regional Deep	Tpf	None	
41-01002	-106.296139700000000	35.876552300000000	6910.74	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:WELL IMMEDIATELY EAST OF TA-41 Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
R-70 S1	-106.245949999999000	35.859789999999900	None	None	Screened interval of R-70	Spatial data an estimate only! Will be finalized once well is surveyed	None	None	None	None	None	None	None	None	None	None	
MCWB-5.5B	-106.273611900000000	35.862253400000000	6856.89	S. McLin	None	None	37.5	ft	None	3 in	22.5	32.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12232	
R-7 OB	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
R-19 S4	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	1410.2	1417.4	Regional	Regional Deep	Tpf	None	
R-54 S2	-106.255443000000000	35.836092999999900	6679.85	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
