LOC_LOCATI	LOC_SITE_I	LOC_LOCA_1	LOC_LOCA_2	LOC_LOCA_3	LOC_NORTHI	LOC_EASTIN	LOC_GROUND	LOC_ESTABL	LOC_ESTA_1	LOC_SURVEY	LOC_SURV_1	LOC_SURV_2	LOC_LOCA_4	LOC_BARCOD	LOC_LOCA_5	LOC_RECORD	LOC_LONGIT	LOC_LATITU	LOC_LATI_1	LOC_LATI_2	LOC_LATI_3	LOC_LONG_1	LOC_LONG_2	LOC_LONG_3	LOC_ORIGIN	LOC_ORIG_1	LOC_ORIG_2	LOC_RECO_1	LOC_RIVER_	LOC_GRID_N	LOC_GRID_S	LOC_LOCA_6	LOC_SUBSIT	LOC_PROPER	LOC_LOCA_7	LOC_INSERT	LOC_INSE_1	LOC_LAST_M	LOC_LAST_1	LOC_INACTI	LOC_DIRECT	LOC_INAC_1	LOC_LOCA_8	LOC_LANL_L	LOC_LOCA_9	LOC_ULI	LOC_LOCA10	LOC_EXCAVA	LOC_LOCA11	LOC_REGULA	LOC_DOWNST	LOC_UPSTRE	LOC_E_DATA	LOC_LOCA12	LOC_LOCA13	LOC_WATER_	LOC_SURV_3	LOC_IEc_Me	PZ_LOCATIO	PZ_WELL_ID	PZ_SITE_ID	PZ_PERFORA	PZ_PERFO_1	PZ_PERFO_2	PZ_AQUIFER	PZ_WELL_PE	PZ_WELL__1	PZ_HYDROST	PZ_REPORT_	PZ_INSERTE	PZ_INSERT_	PZ_LAST_MO	PZ_LAST__1	PZ_PORT_ID	PZ_GEOLOGI	PZ_CASING_	PZ_CHAMBER	PZ_CHAMB_1	WELL_WELL_	WELL_SITE_	WELL_WEL_1	WELL_WEL_2	WELL_WEL_3	WELL_TOP_O	WELL_DRILL	WELL_DRI_1	WELL_DRI_2	WELL_FIELD	WELL_WEL_4	WELL_WEL_5	WELL_WEL_6	WELL_PROJE	WELL_PHASE	WELL_TASK	WELL_WEL_7	WELL_WEL_8	WELL_MULTI	WELL_BUBBL	WELL_DEPTH	WELL_WEL_9	WELL_WEL10	WELL_WEL11	WELL_WEL12	WELL_LOGGI	WELL_INSER	WELL_INS_1	WELL_LAST_	WELL_LAS_1	WELL_DRI_3	WELL_WEL13	WELL_WEL14	WELL_SOURC	LWA_Commen	Mon_Area	Watershed
PCAO-7b1	LANL	MON	NULL	NULL	1760490.096500000000000	1636831.468600000000000	6713.620	NULL	NULL	SW MTN SURVEY	NULL	NULL	NULL	NULL	NULL	NULL	-106.262100000000000	35.838529999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	206958	2008-08-05 12:55:00	206958	2008-08-05 12:55:00	NULL	NULL	NULL	Brass Cap	PCAO-7b1	NULL	10603561	18455	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PCAO-7b1	PCAO-7b1	LANL	44	54.000	1000004	Alluvial	358	6 ft sump	NULL	NULL	114816	2008-08-13 00:00:00	114816	2008-08-13 00:00:00	NULL	Qal	3	NULL	NULL	PCAO-7b1	LANL	NULL	2008-05-21 00:00:00	60.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1106	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2008-08-13 00:00:00	116217	2008-08-15 00:00:00	65	NULL	NULL	NULL	NULL	TA-54	Pajarito
PCAO-7b2	LANL	MON	NULL	NULL	1760481.057899990000000	1636846.446400000000000	6713.390	NULL	NULL	SW MTN SURVEY	NULL	NULL	NULL	NULL	NULL	NULL	-106.262050000000000	35.838500000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2006-03-10 00:00:00	206958	2008-09-02 14:16:00	NULL	NULL	NULL	Brass Cap	PCAO-7b2	NULL	10603563	18456	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PCAO-7b2	PCAO-7b2	LANL	10	20.000	1000004	Alluvial	359	5 ft sump	NULL	NULL	114816	2008-09-19 00:00:00	114816	2008-09-19 00:00:00	NULL	NULL	3	NULL	NULL	PCAO-7b2	LANL	NULL	2008-05-27 00:00:00	25.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1109	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2008-08-13 00:00:00	116217	2008-08-14 00:00:00	64.5	NULL	NULL	NULL	NULL	TA-54	Pajarito
PCAO-7c	LANL	MON	NULL	NULL	1760335.386200000000000	1636706.723800000000000	6714.570	NULL	NULL	SW MTN SURVEY	NULL	NULL	NULL	NULL	NULL	NULL	-106.262519999999000	35.838099999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2008-02-21 00:00:00	206958	2008-08-05 12:13:00	NULL	NULL	NULL	Brass Cap	PCAO-7c	NULL	10603341	18257	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PCAO-7c	PCAO-7c	LANL	9.7	19.700	1000004	Alluvial	360	5.3 ft sump	NULL	NULL	114816	2008-08-13 00:00:00	114816	2008-08-13 00:00:00	NULL	NULL	3	NULL	NULL	PCAO-7c	LANL	NULL	2008-05-16 00:00:00	25.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1087	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2008-08-13 00:00:00	116217	2008-08-15 00:00:00	25	NULL	NULL	NULL	NULL	General	Pajarito
PCAO-8	LANL	MON	NULL	NULL	1756372.085200000000000	1643865.518399990000000	6584.450	NULL	NULL	SW MTN SURVEY	NULL	NULL	NULL	NULL	NULL	NULL	-106.238370000000000	35.827219999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2008-02-21 00:00:00	206958	2008-08-05 12:15:00	NULL	NULL	NULL	Brass Cap	PCAO-8	NULL	10603342	18258	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PCAO-8	PCAO-8	LANL	9.7	19.700	1	Alluvial	361	5.3 ft sump	Alluvial	NULL	114816	2008-08-13 00:00:00	ZDuran	2017-02-10 14:06:00	NULL	Qal	1	0.01	25	PCAO-8	LANL	NULL	2008-06-02 00:00:00	25.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1091	N	NULL	ft	NULL	4	in	NULL	NULL	114816	2008-08-13 00:00:00	kgreene	2016-05-16 14:31:00	45	NULL	NULL	NULL	NULL	TA-54	Pajarito
PCAO-9	LANL	MON	NULL	NULL	1755980.244900000000000	1645540.813799990000000	6558.600	NULL	NULL	SW MTN SURVEY	NULL	NULL	NULL	NULL	NULL	NULL	-106.232710000000000	35.826140000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	173325	2008-06-04 10:54:00	206958	2008-08-05 12:17:00	NULL	NULL	NULL	Brass Cap	PCAO-9	NULL	10603475	18375	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PCAO-9	PCAO-9	LANL	6	16.000	1000004	Alluvial	362	5 ft sump	NULL	NULL	114816	2008-08-13 00:00:00	114816	2008-08-13 00:00:00	NULL	NULL	3	NULL	NULL	PCAO-9	LANL	NULL	2008-06-12 00:00:00	21.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1092	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2008-08-13 00:00:00	116217	2008-08-15 00:00:00	25	NULL	NULL	NULL	NULL	TA-54	Pajarito
PCI-2	0	NULL	NULL	NULL	1765872.629999990000000	1627648.270000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.293090000000000	35.853310000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PCI-2	PCI-2	LANL	512	522.000	1	Intermediate	363	NULL	Intermediate Perched	NULL	114816	2009-08-03 14:09:00	ZDuran	2017-02-10 14:07:00	NULL	Tpf	3	0.01	533.3	PCI-2	LANL	NULL	2009-04-10 00:00:00	533.30	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1125	N	NULL	ft	NULL	5	in	NULL	NULL	114816	2009-07-14 10:38:00	kgreene	2016-05-16 14:33:00	566	NULL	NULL	NULL	NULL	General	Pajarito
PCO-1	0	NULL	NULL	NULL	1759990.620000000000000	1637919.250000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.258430000000000	35.837159999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PCO-1	PCO-1	LANL	4	12.000	1000001	Alluvial	364	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PCO-1	LANL	NULL	1985-06-30 00:00:00	12.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	833	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	116217	2005-03-01 00:00:00	114816	2006-06-27 00:00:00	22	NULL	NULL	NULL	NULL	TA-54	Pajarito
PCO-2	0	NULL	NULL	NULL	1757442.750000000000000	1641700.370000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.245670000000000	35.830159999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PCO-2	PCO-2	LANL	1.5	9.500	1000001	Alluvial	365	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PCO-2	LANL	NULL	1985-06-30 00:00:00	9.50	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	834	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	116217	2005-03-01 00:00:00	114816	2006-06-27 00:00:00	22	NULL	NULL	NULL	NULL	TA-54	Pajarito
PCO-3	0	NULL	NULL	NULL	1755489.370000000000000	1646088.620000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.230870000000000	35.824790000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PCO-3	PCO-3	LANL	5.7	17.700	1000001	Alluvial	366	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PCO-3	LANL	NULL	1985-06-30 00:00:00	17.70	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	835	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	116217	2005-03-01 00:00:00	114816	2006-06-27 00:00:00	20	NULL	NULL	NULL	NULL	General	Pajarito
PM-00004	LANL	BH	NULL	NULL	1764740.000000000000000	1635623.000000000000000	NULL	NULL	NULL	Pratt	NULL	NULL	NULL	NULL	NULL	NULL	-106.266180000000000	35.850209999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	206958	2008-09-16 13:57:00	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location PM-4.	PM-00004	NULL	10024246	14358	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Mortendad
PM-1	0	NULL	NULL	NULL	1768112.120000000000000	1647734.250000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.225300000000000	35.859470000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PM-1	PM-1	LANL	945	2479.000	1000001	Regional	367	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2008-01-29 00:00:00	NULL	NULL	3	NULL	NULL	PM-1	LANL	NULL	1965-02-01 00:00:00	2499.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Water supply well	836	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-25 16:12:00	114816	2006-06-27 00:00:00	2501	NULL	NULL	NULL	NULL	General	Sandia
PM-2	0	NULL	NULL	NULL	1760406.370000000000000	1636697.500000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.262550000000000	35.838299999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PM-2	PM-2	LANL	1004	2280.000	1000001	Regional	368	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PM-2	LANL	NULL	1965-07-15 00:00:00	2300.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Water supply well	837	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-25 16:12:00	114816	2006-06-27 00:00:00	2600	NULL	NULL	NULL	NULL	TA-54	Pajarito
PM-3	0	NULL	NULL	NULL	1769530.000000000000000	1642590.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.242670000000000	35.863370000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PM-3	PM-3	LANL	956	2532.000	1000001	Regional	369	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PM-3	LANL	NULL	1966-11-01 00:00:00	2552.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Water supply well	838	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-25 16:12:00	114816	2006-06-27 00:00:00	2552	NULL	NULL	NULL	NULL	General	Sandia
PM-4	0	NULL	NULL	NULL	1764740.000000000000000	1635623.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.266180000000000	35.850209999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PM-4	PM-4	LANL	1260	2854.000	1000001	Regional	370	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PM-4	LANL	NULL	1981-08-15 00:00:00	2874.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Water supply well	839	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-25 16:12:00	114816	2006-06-27 00:00:00	2920	NULL	NULL	NULL	NULL	General	Mortendad
PM-5	0	NULL	NULL	NULL	1767790.000000000000000	1632110.000000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.278030000000000	35.858580000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	PM-5	PM-5	LANL	1440	3072.000	1000001	Regional	371	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	PM-5	LANL	NULL	1982-09-01 00:00:00	3092.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Water supply well	840	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-25 16:12:00	114816	2008-01-29 00:00:00	3110	NULL	NULL	NULL	NULL	General	Mortendad
PO-4B	LANL	MON	NULL	NULL	1776098.399000000000000	1640960.174000000000000	NULL	NULL	NULL	W. RED STAR	NULL	NULL	NULL	NULL	NULL	NULL	-106.248170000000000	35.881410000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2001-08-13 00:00:00	206958	2010-05-13 13:23:00	2012-03-15 10:48:00	NULL	NULL	Locations estimated in April 2010 by georeferencing locations on old ESR maps.	PO-4B	NULL	10602308	17378	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
POI-4	0	NULL	NULL	NULL	1772587.080000000000000	1649432.460000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.219570000000000	35.871760000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	POI-4	POI-4	LANL	159	174.000	1	Intermediate	372	Intermediate zone well in basalt	Intermediate Perched	NULL	114816	2005-04-11 00:00:00	ZDuran	2017-02-10 13:23:00	NULL	Tb4	3	0.01	176.5	POI-4	LANL	NULL	1996-05-13 00:00:00	176.50	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	901	N	NULL	ft	NULL	4	in	NULL	NULL	Administrator	2002-10-01 00:00:00	kgreene	2016-05-16 14:36:00	181	NULL	NULL	NULL	NULL	General	Los Alamos
PRB-MW-01	LANL	MON	NULL	NULL	1769698.879999990000000	1632194.710000000000000	6881.850	NULL	NULL	Alethea Banar	NULL	NULL	NULL	NULL	NULL	NULL	-106.277750000000000	35.863830000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2003-09-10 10:25:00	Administrator	2005-06-15 00:00:00	NULL	NULL	NULL	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 1 (upstream)	PRB-MW-01	NULL	10023719	13938	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
PRB-MW-02	LANL	MON	NULL	NULL	1769661.804000000000000	1632251.516000000000000	6881.600	NULL	NULL	Alethea Banar	NULL	NULL	NULL	NULL	NULL	NULL	-106.277559999999000	35.863729999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2003-09-10 10:25:00	Administrator	2005-06-15 00:00:00	NULL	NULL	NULL	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 2 (downstream)	PRB-MW-02	NULL	10023732	13951	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chromium	Mortendad
PU-00001	LANL	BH	NULL	NULL	1775662.000000000000000	1641044.000000000000000	NULL	NULL	NULL	Purtymun	NULL	NULL	NULL	NULL	NULL	NULL	-106.247879999999000	35.880209999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	206958	2008-09-29 14:56:00	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location PO-4.	PU-00001	NULL	10024247	14359	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
PU-00002	LANL	BH	NULL	NULL	1772587.080000000000000	1649432.460000000000000	NULL	NULL	NULL	Surv Tek Survey	NULL	NULL	NULL	NULL	NULL	NULL	-106.219570000000000	35.871760000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-28 00:00:00	206958	2008-09-16 13:57:00	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location POI-4. Coordinate accuracy is unknown.	PU-00002	NULL	10024248	14360	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
Pueblo 1	LANL	WCS	NULL	NULL	1778873.620000000000000	1624395.750000000000000	NULL	NULL	NULL	Pratt	NULL	NULL	NULL	NULL	NULL	NULL	-106.304090000000000	35.889020000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-10-12 00:00:00	Administrator	2006-01-04 00:00:00	2012-03-15 10:48:00	NULL	NULL	NULL	Pueblo 1	NULL	10602328	17398	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
Pueblo 2	LANL	WCS	NULL	NULL	1777333.659999990000000	1634312.820000000000000	6637.000	NULL	NULL	CM	NULL	NULL	NULL	NULL	NULL	NULL	-106.270610000000000	35.884799999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-10-12 00:00:00	Administrator	2005-06-15 00:00:00	NULL	NULL	NULL	NULL	Pueblo 2	NULL	10602330	17400	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
